Path,CFP_Frequency,NON_CFP_Frequency,Discriminative_Power
email/conference/submission_guidelines/vision_new_ideas_papers/description,0.029411764705882353,0.0,0.029411764705882353
email/body/organization_committee/financial_chair,0.029411764705882353,0.0,0.029411764705882353
body/position,0.0,0.015151515151515152,-0.015151515151515152
university_profile/nearby_city,0.0,0.015151515151515152,-0.015151515151515152
email/position/benefits,0.0,0.015151515151515152,-0.015151515151515152
email/body/challenges/challenges,0.0,0.015151515151515152,-0.015151515151515152
email/content/call_for_participation,0.0,0.015151515151515152,-0.015151515151515152
email/body/seworld_contribution/archive_link,0.0,0.015151515151515152,-0.015151515151515152
email/body/conference/abbreviation,0.058823529411764705,0.0,0.058823529411764705
email/body/sender/address/city,0.0,0.015151515151515152,-0.015151515151515152
email/body/conference/tracks,0.029411764705882353,0.0,0.029411764705882353
email/body/contact_person/contact_details,0.0,0.015151515151515152,-0.015151515151515152
email/body/event/name,0.029411764705882353,0.06060606060606061,-0.031194295900178255
email/body/contact_person/university_details/telephone,0.0,0.015151515151515152,-0.015151515151515152
email/body/submission_info/email,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_papers/location,0.029411764705882353,0.0,0.029411764705882353
email/content/call_for_papers/submission_process/format,0.029411764705882353,0.0,0.029411764705882353
email/conference/importantdates/shortpapersandposterstrack/abstractsubmission,0.029411764705882353,0.0,0.029411764705882353
email/footer/more_info/link,0.029411764705882353,0.0,0.029411764705882353
email/conference/organizingcommittee/workshoptutorialchairs/country,0.029411764705882353,0.0,0.029411764705882353
email/body/announcement/requiredqualifications/professionalism,0.0,0.015151515151515152,-0.015151515151515152
email/body/conference/dates/end,0.058823529411764705,0.0,0.058823529411764705
email/body/conference/submissions/importantdates/fullpapersubmission,0.029411764705882353,0.0,0.029411764705882353
job_posting/position/type,0.0,0.015151515151515152,-0.015151515151515152
email/body/special_issue/topics/description,0.0,0.015151515151515152,-0.015151515151515152
email/body/workshops/date,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_chapters/contact_information/editor/web,0.0,0.015151515151515152,-0.015151515151515152
job_posting/department,0.0,0.015151515151515152,-0.015151515151515152
email_metadata,0.0,0.015151515151515152,-0.015151515151515152
email/body/conference/steering_committee_invitation/submission_details/requirements/general_chair,0.0,0.015151515151515152,-0.015151515151515152
email/footer/more_information,0.0,0.015151515151515152,-0.015151515151515152
email/conference/organizingcommittee/generalchair/name,0.029411764705882353,0.0,0.029411764705882353
email/conference/call_for_papers/topics,0.029411764705882353,0.0,0.029411764705882353
email/conference/organizingcommittee/generalchair/country,0.029411764705882353,0.0,0.029411764705882353
email/body/call_for_abstracts/important_dates/conference_dates/end,0.029411764705882353,0.0,0.029411764705882353
email/body/call_for_participation/co_located_with,0.0,0.015151515151515152,-0.015151515151515152
email/body/offer/team,0.0,0.015151515151515152,-0.015151515151515152
email/content/call_for_papers/submission_cycles/second_cycle/author_response_period,0.029411764705882353,0.0,0.029411764705882353
email/content/call_for_participation/dates/start,0.0,0.015151515151515152,-0.015151515151515152
email/body/arrangements/note,0.0,0.015151515151515152,-0.015151515151515152
email/body/awards/doctoral_dissertation_award,0.0,0.015151515151515152,-0.015151515151515152
email/body/conference/tracks/type,0.029411764705882353,0.0,0.029411764705882353
email/body/awards/best_paper_award/description,0.029411764705882353,0.0,0.029411764705882353
email/conference/organizingcommittee/mostinfluentialpaperawardchairs/affiliation,0.029411764705882353,0.0,0.029411764705882353
email/conference/importantdates/shortpapersandposterstrack/cameraready,0.029411764705882353,0.0,0.029411764705882353
email/conference/student_volunteers/travel_support/link,0.0,0.015151515151515152,-0.015151515151515152
email/body/special_issue/timeline/submission_deadline,0.0,0.015151515151515152,-0.015151515151515152
email/conference/location,0.11764705882352941,0.015151515151515152,0.10249554367201426
email/event/date,0.029411764705882353,0.0,0.029411764705882353
event/important_dates,0.058823529411764705,0.0,0.058823529411764705
email/content/call_for_participation/dates/end,0.0,0.015151515151515152,-0.015151515151515152
email/call_for_papers/editors,0.0,0.015151515151515152,-0.015151515151515152
email/body/softwareengineeringtopics/pis/topics,0.0,0.015151515151515152,-0.015151515151515152
email/conference/importantdates/researchtrack/cameraready,0.029411764705882353,0.0,0.029411764705882353
symposium/programme_committee/name,0.029411764705882353,0.0,0.029411764705882353
job/department,0.0,0.015151515151515152,-0.015151515151515152
email/from/email,0.8529411764705882,0.8484848484848485,0.004456327985739694
conference/dates,0.11764705882352941,0.015151515151515152,0.10249554367201426
email/body/call_for_papers/contact/email,0.029411764705882353,0.0,0.029411764705882353
email/body/application_process/contact/name,0.0,0.015151515151515152,-0.015151515151515152
conference/publications/evaluation_criteria,0.029411764705882353,0.0,0.029411764705882353
conference/submission/requirements/manuscript_length,0.029411764705882353,0.0,0.029411764705882353
email/body/announcement/workshops,0.0,0.015151515151515152,-0.015151515151515152
email/conference/organizingcommittee/erachairs/country,0.029411764705882353,0.0,0.029411764705882353
contact/sociallinks/orcid,0.029411764705882353,0.0,0.029411764705882353
event/registration/fees/item,0.029411764705882353,0.0,0.029411764705882353
symposium/topics_of_interest,0.029411764705882353,0.0,0.029411764705882353
conference/publication/sponsor,0.029411764705882353,0.0,0.029411764705882353
call_for_papers/contact/institution,0.0,0.015151515151515152,-0.015151515151515152
event/contact/social_media/bluesky,0.029411764705882353,0.0,0.029411764705882353
email/call_for_papers/event/url,0.029411764705882353,0.0,0.029411764705882353
job/application_details/application_procedure,0.0,0.015151515151515152,-0.015151515151515152
email/body/satellite_events,0.0,0.015151515151515152,-0.015151515151515152
email/body/goal,0.0,0.015151515151515152,-0.015151515151515152
email/body/contact_info/professor,0.0,0.015151515151515152,-0.015151515151515152
application/deadline,0.0,0.015151515151515152,-0.015151515151515152
email/conference_details/title,0.029411764705882353,0.0,0.029411764705882353
body/sender/address/country,0.0,0.015151515151515152,-0.015151515151515152
job_posting/contact_person/roles/title,0.0,0.015151515151515152,-0.015151515151515152
email/conference/callfortutorials/description,0.029411764705882353,0.0,0.029411764705882353
email/content/conclusion/contact_persons,0.029411764705882353,0.0,0.029411764705882353
email/call_for_papers/co_location/date/end,0.029411764705882353,0.0,0.029411764705882353
email/body/application_details/reputation,0.0,0.015151515151515152,-0.015151515151515152
event/workshops/more_information,0.029411764705882353,0.0,0.029411764705882353
email/footer/contactperson/university,0.0,0.015151515151515152,-0.015151515151515152
email/body/assessment_criteria,0.0,0.015151515151515152,-0.015151515151515152
email/body/organization/team/software_heritage/url,0.0,0.015151515151515152,-0.015151515151515152
email/body/position/location/country,0.0,0.015151515151515152,-0.015151515151515152
conference/further_information/contact/organizers,0.0,0.015151515151515152,-0.015151515151515152
email/body/closing/message,0.029411764705882353,0.0,0.029411764705882353
email/body/conference/steering_committee_invitation/submission_details/requirements/supporting_organizations/description,0.0,0.015151515151515152,-0.015151515151515152
email/body/special_issue/topics,0.0,0.015151515151515152,-0.015151515151515152
email/call_for_papers/guidelines/submission_details/acm_format,0.029411764705882353,0.0,0.029411764705882353
email/body/positions/note,0.0,0.015151515151515152,-0.015151515151515152
symposium/submission_details/extended_abstract,0.029411764705882353,0.0,0.029411764705882353
conference/workshops/url,0.029411764705882353,0.0,0.029411764705882353
email/body/application_procedure/guidelines,0.0,0.015151515151515152,-0.015151515151515152
email/body/announcement/contact/website,0.0,0.015151515151515152,-0.015151515151515152
event/poster_session/description,0.029411764705882353,0.0,0.029411764705882353
body/sender/contact/room,0.0,0.015151515151515152,-0.015151515151515152
email/content/conclusion/contact_persons/name,0.029411764705882353,0.0,0.029411764705882353
email/call_for_papers,0.08823529411764706,0.045454545454545456,0.04278074866310161
job/application_details/contact/name,0.0,0.015151515151515152,-0.015151515151515152
email/conferencedetails/abbreviation,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_papers/publication/special_issue,0.029411764705882353,0.0,0.029411764705882353
email/body/position_details/start_date_range,0.0,0.015151515151515152,-0.015151515151515152
email/body/organization/project_participation/name,0.0,0.015151515151515152,-0.015151515151515152
conference/importantdates/phdforumandposters/proposalsdue,0.029411764705882353,0.0,0.029411764705882353
position/description,0.0,0.030303030303030304,-0.030303030303030304
email/conference/website,0.11764705882352941,0.015151515151515152,0.10249554367201426
email/body/signature/links/profile,0.0,0.015151515151515152,-0.015151515151515152
email/conference/importantdates/earlyresearchachievementtrack/cameraready,0.029411764705882353,0.0,0.029411764705882353
conference/important_dates/submission_rounds/submission_deadline,0.029411764705882353,0.0,0.029411764705882353
email/body/important_dates/submission_of_revised_papers,0.0,0.015151515151515152,-0.015151515151515152
email/content/hashtags,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_chapters/important_dates/chapter_abstracts_due,0.0,0.015151515151515152,-0.015151515151515152
email/body/signature/website,0.0,0.015151515151515152,-0.015151515151515152
email/body/positions/institution,0.0,0.015151515151515152,-0.015151515151515152
email/submission_guidelines/peer_review,0.029411764705882353,0.0,0.029411764705882353
email/event/abbreviation,0.029411764705882353,0.0,0.029411764705882353
email/body/call_for_abstracts/contribution_types,0.029411764705882353,0.0,0.029411764705882353
email/footer/contribution_info/email,0.029411764705882353,0.0,0.029411764705882353
event/invited_speakers,0.0,0.015151515151515152,-0.015151515151515152
email/body/application_details/start_date,0.0,0.015151515151515152,-0.015151515151515152
email/body/venue/established,0.029411764705882353,0.0,0.029411764705882353
email/body/event_details/title,0.0,0.015151515151515152,-0.015151515151515152
email/content/body/position/description,0.0,0.015151515151515152,-0.015151515151515152
email/body/announcement/institution,0.0,0.030303030303030304,-0.030303030303030304
email/body/city_and_host_institution/city,0.0,0.015151515151515152,-0.015151515151515152
email/body/event_details/participant_limit,0.0,0.015151515151515152,-0.015151515151515152
body/footer/note,0.0,0.015151515151515152,-0.015151515151515152
conference/social_program/events/date,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_abstracts/important_dates/author_notification,0.029411764705882353,0.0,0.029411764705882353
email/conference/organizingcommittee/journalfirstchairs/name,0.029411764705882353,0.0,0.029411764705882353
job/location/address,0.0,0.015151515151515152,-0.015151515151515152
conference/program_committee/affiliation,0.029411764705882353,0.0,0.029411764705882353
email/conference_info/submission/dates/notification_to_authors,0.029411764705882353,0.0,0.029411764705882353
email/sender/title,0.0,0.015151515151515152,-0.015151515151515152
event/contact/social_media,0.029411764705882353,0.0,0.029411764705882353
call_for_papers/topics_of_interest,0.029411764705882353,0.0,0.029411764705882353
email/conference/workshops/accepted/link,0.029411764705882353,0.0,0.029411764705882353
email/body/organization_committee/poster_chairs,0.029411764705882353,0.0,0.029411764705882353
email/body/contact_information/main_contact/phone,0.0,0.015151515151515152,-0.015151515151515152
email/body/about_etaps/established,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_papers/committees/steering_committee/affiliation,0.029411764705882353,0.0,0.029411764705882353
body/sender/title,0.0,0.015151515151515152,-0.015151515151515152
email/body/sender/address/postal_code,0.0,0.015151515151515152,-0.015151515151515152
position/offer/workplace/location,0.0,0.015151515151515152,-0.015151515151515152
email/body/awards/etaps_test_of_time_award,0.0,0.015151515151515152,-0.015151515151515152
email/conference/callforpapers/submissioninstructions/tracks/shortpapersandposterstrack/posterlimit,0.029411764705882353,0.0,0.029411764705882353
job/research_focus/specific_focus,0.0,0.015151515151515152,-0.015151515151515152
application_details,0.0,0.015151515151515152,-0.015151515151515152
body,0.0,0.015151515151515152,-0.015151515151515152
conference/important_dates/event,0.029411764705882353,0.0,0.029411764705882353
email/body/announcement/about_research,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_papers/research_track,0.029411764705882353,0.0,0.029411764705882353
email/body/position_details/research_group,0.0,0.015151515151515152,-0.015151515151515152
conference/invited_speakers/affiliation,0.0,0.015151515151515152,-0.015151515151515152
event/workshops/paper_format,0.029411764705882353,0.0,0.029411764705882353
email/event/important_dates/submission_deadline,0.029411764705882353,0.0,0.029411764705882353
email/event/name,0.029411764705882353,0.0,0.029411764705882353
email/body/announcement/posting_date,0.0,0.015151515151515152,-0.015151515151515152
email/call_for_papers/submission_instructions/guidelines_link,0.0,0.015151515151515152,-0.015151515151515152
email/body/organization_committee/general_chairs/affiliation,0.029411764705882353,0.0,0.029411764705882353
job_posting/position_details/employment_type,0.0,0.015151515151515152,-0.015151515151515152
email/body/submission_instructions/details/submission_types,0.0,0.015151515151515152,-0.015151515151515152
email/conference/organizingcommittee/publicityandsocialmediachair/country,0.029411764705882353,0.0,0.029411764705882353
email/body/prerequisite/link,0.0,0.015151515151515152,-0.015151515151515152
email/body/contact_person/contact_details/telephone,0.0,0.015151515151515152,-0.015151515151515152
position/duration_and_salary/extension_possible,0.0,0.015151515151515152,-0.015151515151515152
email/conference/organizingcommittee/proceedingschair/affiliation,0.029411764705882353,0.0,0.029411764705882353
job_posting/application_info,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_chapters/submission_guidelines,0.0,0.015151515151515152,-0.015151515151515152
email/body/further_information/contact/email,0.0,0.015151515151515152,-0.015151515151515152
email/body/conference/ranking/current_rank,0.0,0.015151515151515152,-0.015151515151515152
email/body/program_details/research_focus,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_proposals/workshop_details/tutorial_details,0.0,0.015151515151515152,-0.015151515151515152
email/body/submission_guidelines/types_of_submissions,0.029411764705882353,0.0,0.029411764705882353
email/apology,0.0,0.015151515151515152,-0.015151515151515152
email/body/position/location/institution,0.0,0.015151515151515152,-0.015151515151515152
conference/submission_details/english/format,0.029411764705882353,0.0,0.029411764705882353
email/conference/importantdates/workshopandtutorialproposals/workshopproposalsnotification,0.029411764705882353,0.0,0.029411764705882353
symposium/topics_of_interest/methods,0.029411764705882353,0.0,0.029411764705882353
email/body/announcement/position_details/application_process,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_participation/location,0.0,0.015151515151515152,-0.015151515151515152
email/position/international_applicants/visa_support_information,0.0,0.015151515151515152,-0.015151515151515152
event/workshops/paper_format/position_papers,0.029411764705882353,0.0,0.029411764705882353
email/conference/importantdates/reproducibilitystudiesandnegativeresultstrack/papersubmission,0.029411764705882353,0.0,0.029411764705882353
conference/community_invitation/description,0.029411764705882353,0.0,0.029411764705882353
email/body/signature/institute,0.0,0.015151515151515152,-0.015151515151515152
email/content/call_for_papers/submission_cycles/second_cycle/revision_due,0.029411764705882353,0.0,0.029411764705882353
email/conference/importantdates/researchtrack/papersubmission,0.029411764705882353,0.0,0.029411764705882353
sign_off,0.0,0.015151515151515152,-0.015151515151515152
email/body/expectations/qualifications/requirement,0.0,0.015151515151515152,-0.015151515151515152
email/body/signature/links,0.0,0.015151515151515152,-0.015151515151515152
email/conference/callforpapers/submissioninstructions/tracks/researchtrack/referencepages,0.029411764705882353,0.0,0.029411764705882353
email/body/conference/steering_committee_invitation/publishing_details/publisher,0.0,0.015151515151515152,-0.015151515151515152
conference/presentation/accepted_papers,0.029411764705882353,0.0,0.029411764705882353
email/conference/organizingcommittee/tooldemochairs/name,0.029411764705882353,0.0,0.029411764705882353
email/body/position/title,0.0,0.045454545454545456,-0.045454545454545456
symposium/submission_details/extended_version/link,0.029411764705882353,0.0,0.029411764705882353
email/body/offer/working_language,0.0,0.015151515151515152,-0.015151515151515152
email/body/conference_signature,0.029411764705882353,0.0,0.029411764705882353
email/body/links/flyers,0.0,0.015151515151515152,-0.015151515151515152
conference/overview/highlights,0.0,0.015151515151515152,-0.015151515151515152
email/reply_to/name,0.6764705882352942,0.7272727272727273,-0.050802139037433136
conference/workshops/friday/description,0.0,0.015151515151515152,-0.015151515151515152
email/content/call_for_participation/program_structure,0.0,0.015151515151515152,-0.015151515151515152
job_posting/position/tenure_track/description,0.0,0.015151515151515152,-0.015151515151515152
position/offer/workplace,0.0,0.015151515151515152,-0.015151515151515152
call_for_papers/title,0.029411764705882353,0.015151515151515152,0.0142602495543672
email/body/institution_description,0.0,0.015151515151515152,-0.015151515151515152
conference/venue/description,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_papers/submission_guidelines/additional_info,0.029411764705882353,0.0,0.029411764705882353
email/body/call_for_participation/application_details/submission_process/documents_required/description,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_participation/benefits,0.0,0.015151515151515152,-0.015151515151515152
email/body/registration/link,0.0,0.030303030303030304,-0.030303030303030304
event/registration/details/certificate,0.0,0.015151515151515152,-0.015151515151515152
position,0.0,0.045454545454545456,-0.045454545454545456
email/call_for_papers/guest_editors,0.0,0.015151515151515152,-0.015151515151515152
email/content/conclusion/note,0.029411764705882353,0.0,0.029411764705882353
job_posting/position_details/research_focus,0.0,0.015151515151515152,-0.015151515151515152
email/conference/submission_guidelines/tool_demonstration_papers/max_pages,0.029411764705882353,0.0,0.029411764705882353
email/body/call_for_applications/positions,0.0,0.015151515151515152,-0.015151515151515152
email/body/conference/tracks/important_dates/abstracts_due,0.029411764705882353,0.0,0.029411764705882353
job_posting/position/requirements/teaching_aptitude,0.0,0.015151515151515152,-0.015151515151515152
email/body/program_details/funding_period,0.0,0.015151515151515152,-0.015151515151515152
conference/objectives,0.029411764705882353,0.0,0.029411764705882353
email/conference/importantdates/registeredreporttrack/finalnotification,0.029411764705882353,0.0,0.029411764705882353
email/body/important_dates/proposal_deadline,0.0,0.015151515151515152,-0.015151515151515152
email/conference/submission_guidelines/tool_demonstration_papers,0.029411764705882353,0.0,0.029411764705882353
email/conference/organizingcommittee/tooldemochairs/affiliation,0.029411764705882353,0.0,0.029411764705882353
email/conference/organizingcommittee/registeredreportchairs/affiliation,0.029411764705882353,0.0,0.029411764705882353
email/body/call_for_participation/conference_name,0.0,0.015151515151515152,-0.015151515151515152
email/body/submission_guidelines/contribution_link,0.0,0.015151515151515152,-0.015151515151515152
email/content/accepted_papers/authors,0.0,0.015151515151515152,-0.015151515151515152
email/body/submission_guidelines/types_of_submissions/description,0.029411764705882353,0.0,0.029411764705882353
job_posting/reply_to/email,0.0,0.06060606060606061,-0.06060606060606061
email/body/important_dates/notification,0.029411764705882353,0.0,0.029411764705882353
call_for_papers/special_issue_information/importance,0.0,0.015151515151515152,-0.015151515151515152
email/body/submission_instructions/submission_conditions,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_papers/aims_and_scope,0.029411764705882353,0.0,0.029411764705882353
email/body/call_for_applications/description,0.0,0.015151515151515152,-0.015151515151515152
email/body/program_details/highlights,0.0,0.015151515151515152,-0.015151515151515152
email/submission_info,0.0,0.015151515151515152,-0.015151515151515152
job_posting/position/requirements/doctoral_degree,0.0,0.015151515151515152,-0.015151515151515152
email/body,0.3235294117647059,0.5909090909090909,-0.26737967914438504
email/body/organization_committee/financial_chair/affiliation,0.029411764705882353,0.0,0.029411764705882353
email/conference/logistics_and_sustainability/description,0.0,0.015151515151515152,-0.015151515151515152
email/conference/name,0.11764705882352941,0.015151515151515152,0.10249554367201426
email/body/job_details/qualifications/requirements,0.0,0.015151515151515152,-0.015151515151515152
email/conference/location/venue,0.029411764705882353,0.0,0.029411764705882353
email/body/application,0.0,0.015151515151515152,-0.015151515151515152
conference/publication/accepted_as_paper/details/spanish_portuguese/indexing,0.029411764705882353,0.0,0.029411764705882353
email/body/job_details/duties/community_engagement,0.0,0.015151515151515152,-0.015151515151515152
job_posting/position/qualifications/teaching,0.0,0.015151515151515152,-0.015151515151515152
conference/tutorials/half_day/title,0.0,0.015151515151515152,-0.015151515151515152
email/body/footer/website,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_applications/requirements/tenured_candidates/international_recognition,0.0,0.015151515151515152,-0.015151515151515152
email/body/publications,0.0,0.015151515151515152,-0.015151515151515152
email/call_for_papers/chairs/name,0.029411764705882353,0.0,0.029411764705882353
email/conference/workshops/important_dates,0.029411764705882353,0.0,0.029411764705882353
email/body/call_for_applications/application_process/first_stage/required_documents,0.0,0.015151515151515152,-0.015151515151515152
email/body/technical_program/tracks/doctoral_track,0.0,0.015151515151515152,-0.015151515151515152
email/conference/important_dates/camera_ready_submission,0.029411764705882353,0.0,0.029411764705882353
conference/publication/poster_session,0.029411764705882353,0.0,0.029411764705882353
email/body/call_for_papers/submission_guidelines/categories/regular_papers,0.029411764705882353,0.0,0.029411764705882353
email/body/call_for_papers/committees/program_chairs/affiliation,0.029411764705882353,0.0,0.029411764705882353
email/body/call_for_participation/program/keynote_topics,0.0,0.015151515151515152,-0.015151515151515152
email/body/submission_information/contact,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_proposals/encouragement,0.0,0.015151515151515152,-0.015151515151515152
email/event/additional_info/co_location/link,0.029411764705882353,0.0,0.029411764705882353
email/body/additional_info,0.029411764705882353,0.030303030303030304,-0.0008912655971479513
email/body/application_process/reference_number,0.0,0.015151515151515152,-0.015151515151515152
email/body/announcement/description,0.0,0.015151515151515152,-0.015151515151515152
email/body/conference/description,0.029411764705882353,0.015151515151515152,0.0142602495543672
conference/schedule,0.0,0.015151515151515152,-0.015151515151515152
symposium/organizers,0.029411764705882353,0.0,0.029411764705882353
email/body/position/institution,0.0,0.030303030303030304,-0.030303030303030304
conference/community_invitation/link,0.029411764705882353,0.0,0.029411764705882353
email/call_for_papers/editors/name,0.0,0.015151515151515152,-0.015151515151515152
email/contribution,0.029411764705882353,0.015151515151515152,0.0142602495543672
email/footer/website,0.0,0.015151515151515152,-0.015151515151515152
email/content/call_for_papers,0.029411764705882353,0.0,0.029411764705882353
job_posting/contact/institution,0.0,0.015151515151515152,-0.015151515151515152
email/conference/submission/maximum_length,0.029411764705882353,0.0,0.029411764705882353
email/body/contact/position,0.0,0.015151515151515152,-0.015151515151515152
application_details/administrative_inquiries,0.0,0.015151515151515152,-0.015151515151515152
deadlines/workshop_paper_notification/date,0.029411764705882353,0.0,0.029411764705882353
email/workshopchairs/affiliation,0.0,0.030303030303030304,-0.030303030303030304
call_for_papers/manuscript_submission_information,0.0,0.015151515151515152,-0.015151515151515152
email/conference/organizingcommittee/localorganizingchair/name,0.029411764705882353,0.0,0.029411764705882353
email/body/submission_instructions/description,0.0,0.015151515151515152,-0.015151515151515152
email/conference/callforpapers/submissioninstructions,0.029411764705882353,0.0,0.029411764705882353
conference/submission_details/spanish_portuguese/page_limit,0.029411764705882353,0.0,0.029411764705882353
job_posting/publications,0.0,0.015151515151515152,-0.015151515151515152
email/body/organization_committee,0.029411764705882353,0.0,0.029411764705882353
email/body/positions,0.0,0.06060606060606061,-0.06060606060606061
sender/name,0.0,0.015151515151515152,-0.015151515151515152
email/body/sender/contact/fax,0.0,0.015151515151515152,-0.015151515151515152
email/footer/contactperson/mobile,0.0,0.015151515151515152,-0.015151515151515152
email/body/offer_distribution,0.0,0.015151515151515152,-0.015151515151515152
position/school,0.0,0.015151515151515152,-0.015151515151515152
email/body/closing/organization,0.029411764705882353,0.0,0.029411764705882353
from/name,0.058823529411764705,0.015151515151515152,0.04367201426024955
job/research_focus/area,0.0,0.015151515151515152,-0.015151515151515152
email/body/conference/url,0.0,0.015151515151515152,-0.015151515151515152
email/body/links/archive,0.0,0.015151515151515152,-0.015151515151515152
email/body/conference_aims/description,0.029411764705882353,0.0,0.029411764705882353
conference/publication/accepted_as_paper/details/spanish_portuguese,0.029411764705882353,0.0,0.029411764705882353
email/footer/contribution_info,0.029411764705882353,0.015151515151515152,0.0142602495543672
conference/committees/publicationchairs,0.029411764705882353,0.0,0.029411764705882353
email/body/message,0.0,0.030303030303030304,-0.030303030303030304
email/body/submissions/publication,0.0,0.015151515151515152,-0.015151515151515152
conference/importantdates/mainconference,0.029411764705882353,0.0,0.029411764705882353
email/body/announcement/contact/name,0.0,0.015151515151515152,-0.015151515151515152
email/importantdates/notification,0.0,0.015151515151515152,-0.015151515151515152
call_for_papers/conference/date_range,0.029411764705882353,0.0,0.029411764705882353
email/body/seworld_contact,0.0,0.015151515151515152,-0.015151515151515152
email/body/position/location,0.0,0.030303030303030304,-0.030303030303030304
email/body/event/website,0.0,0.030303030303030304,-0.030303030303030304
email/call_for_papers/guidelines/submission_details/length_restrictions,0.029411764705882353,0.0,0.029411764705882353
conference/importantdates/workshoppapers/papersdue,0.029411764705882353,0.0,0.029411764705882353
email/position/details/activities_responsibilities/activity,0.0,0.015151515151515152,-0.015151515151515152
email/body/paper_format_submission/publication/platform,0.029411764705882353,0.0,0.029411764705882353
email/contact,0.058823529411764705,0.0,0.058823529411764705
conference/publications/submission_link,0.029411764705882353,0.0,0.029411764705882353
symposium/topics_of_interest/areas_and_formalisms,0.029411764705882353,0.0,0.029411764705882353
email/call_for_papers/special_issue_information/challenges/conceptual,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_proposals/workshop_details,0.0,0.015151515151515152,-0.015151515151515152
job_posting/position_details/contact_person/name,0.0,0.015151515151515152,-0.015151515151515152
email/body/workshops/name,0.029411764705882353,0.015151515151515152,0.0142602495543672
email/body/contact_info/professor/name,0.0,0.015151515151515152,-0.015151515151515152
email/additionalinfo/contributioninstructions,0.0,0.015151515151515152,-0.015151515151515152
email/body/conference/steering_committee_invitation/publishing_details,0.0,0.015151515151515152,-0.015151515151515152
email/body/position/more_info,0.0,0.015151515151515152,-0.015151515151515152
job_posting/contact/website_links,0.0,0.015151515151515152,-0.015151515151515152
email/body/contributor_info,0.0,0.015151515151515152,-0.015151515151515152
email/body/sender,0.0,0.030303030303030304,-0.030303030303030304
email/position/equality_commitment/staff_networks,0.0,0.015151515151515152,-0.015151515151515152
email/position/details/activities_responsibilities/details,0.0,0.015151515151515152,-0.015151515151515152
conference/submission_categories/experience_reports/formatting,0.029411764705882353,0.0,0.029411764705882353
email/event/sessions/title,0.0,0.015151515151515152,-0.015151515151515152
email/content/call_for_papers/submission_cycles/second_cycle/final_decision,0.029411764705882353,0.0,0.029411764705882353
email/body/qualifications/requirements,0.0,0.015151515151515152,-0.015151515151515152
conference/workshops/name,0.029411764705882353,0.0,0.029411764705882353
